UF;municipio; populacao 
SP;Rio claro;206424
SP;Rio das Pedras;35228
SP;Rio Grande da Serra;50846
SP;Riolandia;12518
SP;Rosana;16643
SP;Roseira;10712
SP;Rubiacea;3128
SP;Rubineia;3148
SP;Sabino;5590
SP;Sagres;2432
SP;Sales;6331
SP;Sales Oliveira;11890
SP;Salesopolis;17139
SP;Salmourao;5300
SP;Saltinho;8286
SP;Salto;118663
SP;Salto de Pirapora;45422
SP;Salto Grande;9331
SP;Sandovalina;4302
SP;Santa Adelia;15480
SP;Santa Albertina;6008
SP;Santa Barbara d'Oeste;193475
SP;Santa Branca;14788
SP;Santa clara d'Oeste;2115
SP;Santa cruz da conceicao;4503
SP;Santa cruz da Esperanca;2139
SP;Santa cruz das Palmeiras;34361
SP;Santa cruz do Rio Pardo;47673
SP;Santa Ernestina;5599
SP;Santa Fe do Sul;32322
SP;Santa Gertrudes;26898
SP;Santa Isabel;57386
SP;Santa Lucia;8817
SP;Santa Maria da Serra;6173
SP;Santa Mercedes;2939
SP;Santana da Ponte Pensa;1487
SP;Santana de Parnaiba;139447
SP;Santa Rita d'Oeste;2498
SP;Santa Rita do Passa Quatro;27557
SP;Santa Rosa de Viterbo;26540
SP;Santa Salete;1545
SP;Santo Anastacio;20878
SP;Santo Andre;718773
SP;Santo Antonio da Alegria;6929
SP;Santo Antonio de Posse;23310
SP;Santo Antonio do Aracangua;8420
SP;Santo Antonio do Jardim;5954
SP;Santo Antonio do Pinhal;6811
SP;Santo Expedito;3111
SP;Santopolis do Aguapei;4777
SP;Santos;433311
SP;Sao Bento do Sapucai;10878
SP;Sao Bernardo do campo;838936
SP;Sao caetano do Sul;161127
SP;Sao carlos;251983
SP;Sao Francisco;2821
SP;Sao Joao da Boa Vista;91211
SP;Sao Joao das Duas Pontes;2568
SP;Sao Joao de Iracema;1922
SP;Sao Joao do Pau d'Alho;2105
SP;Sao Joaquim da Barra;51888
SP;Sao Jose da Bela Vista;8928
SP;Sao Jose do Barreiro;4147
SP;Sao Jose do Rio Pardo;54946
SP;Sao Jose do Rio Preto;460671
SP;Sao Jose dos campos;721944
SP;Sao Lourenco da Serra;15825
SP;Sao Luis do Paraitinga;10687
SP;Sao Manuel;40954
SP;Sao Miguel Arcanjo;32931
SP;Sao Paulo;12252023
SP;Sao Pedro;35653
SP;Sao Pedro do Turvo;7666
SP;Sao Roque;91016
SP;Sao Sebastiao;88980
SP;Sao Sebastiao da Grama;12182
SP;Sao Simao;15322
SP;Sao Vicente;365798
SP;Sarapui;10285
SP;Sarutaia;3638
SP;Sebastianopolis do Sul;3513
SP;Serra Azul;14662
SP;Serrana;45107
SP;Serra Negra;29229
SP;Sertaozinho;125815
SP;Sete Barras;12832
SP;Severinia;17496
SP;Silveiras;6302
SP;Socorro;41005
SP;Sorocaba;679378
SP;Sud Mennucci;7718
SP;Sumare;282441
SP;Suzano;297637
SP;Suzanapolis;3963
SP;Tabapua;12407
SP;Tabatinga;16496
SP;Taboao da Serra;289664
SP;Taciba;6285
SP;Taguai;13859
SP;Taiacu;6295
SP;Taiuva;5566
SP;Tambau;23207
SP;Tanabi;25967
SP;Tapirai;7807
SP;Tapiratiba;12960
SP;Taquaral;2811
SP;Taquaritinga;57177
SP;Taquarituba;23218
SP;Taquarivai;5852
SP;Tarabai;7468
SP;Taruma;15000
SP;Tatui;121766
SP;Taubate;314924
SP;Tejupa;4532
SP;Teodoro Sampaio;23148
SP;Terra Roxa;9370
SP;Tiete;42076
SP;Timburi;2658
SP;Torre de Pedra;2412
SP;Torrinha;10010
SP;Trabiju;1724
SP;Tremembe;47185
SP;Tres Fronteiras;5807
SP;Tuiuti;6894
SP;Tupa;65524
SP;Tupi Paulista;15495
SP;Turiuba;2016
SP;Turmalina;1727
SP;Ubarana;6309
SP;Ubatuba;90799
SP;Ubirajara;4780
SP;Uchoa;10110
SP;Uniao Paulista;1844
SP;Urania;9114
SP;Uru;1165
SP;Urupes;13809
SP;Valentim Gentil;13326
SP;Valinhos;129193
SP;Valparaiso;26480
SP;Vargem;10537
SP;Vargem Grande do Sul;42845
SP;Vargem Grande Paulista;52597
SP;Varzea Paulista;121838
SP;Vera cruz;10843
SP;Vinhedo;78728
SP;Viradouro;18898
SP;Vista Alegre do Alto;8810
SP;Vitoria Brasil;1840
SP;Votorantim;122480
SP;Votuporanga;94547
SP;Zacarias;2718
SP;chavantes;12418
SP;Estiva Gerbi;11304
PR;Abatia;7457
PR;Adrianopolis;5919
PR;Agudos do Sul;9371
PR;Almirante Tamandare;118623
PR;Altamira do Parana;1942
PR;Altonia;22056
PR;Alto Parana;14770
PR;Alto Piquiri;9836
PR;Alvorada do Sul;11406
PR;Amapora;6257
PR;Ampere;19152
PR;Anahy;2801
PR;Andira;20031
PR;angulo;2928
PR;Antonina;18980
PR;Antonio Olinto;7434
PR;Apucarana;134996
PR;Arapongas;123027
PR;Arapoti;28115
PR;Arapua;3068
PR;Araruna;13970
PR;Araucaria;143843
PR;Ariranha do Ivai;2108
PR;Assai;15119
PR;Assis chateaubriand;33362
PR;Astorga;26111
PR;Atalaia;3892
PR;Balsa Nova;12941
PR;Bandeirantes;31367
PR;Barbosa Ferraz;11568
PR;Barracao;10275
PR;Barra do Jacare;2781
PR;Bela Vista da caroba;3511
PR;Bela Vista do Paraiso;15397
PR;Bituruna;16389
PR;Boa Esperanca;4105
PR;Boa Esperanca do Iguacu;2503
PR;Boa Ventura de Sao Roque;6387
PR;Boa Vista da Aparecida;7591
PR;Bocaiuva do Sul;12944
PR;Bom Jesus do Sul;3541
PR;Bom Sucesso;7032
PR;Bom Sucesso do Sul;3264
PR;Borrazopolis;6592
PR;Braganey;5427
PR;Brasilandia do Sul;2651
PR;cafeara;2934
PR;cafelandia;18120
PR;cafezal do Sul;4044
PR;california;8570
PR;cambara;25360
PR;cambe;106533
PR;cambira;7865
PR;campina da Lagoa;14202
PR;campina do Simao;3887
PR;campina Grande do Sul;43288
PR;campo Bonito;3833
PR;campo do Tenente;7971
PR;campo Largo;132002
PR;campo Magro;29318
PR;campo Mourao;94859
PR;candido de Abreu;15018
PR;candoi;15979
PR;cantagalo;13317
PR;capanema;19124
PR;capitao Leonidas Marques;15780
PR;carambei;23415
PR;carlopolis;14320
PR;cascavel;328454
PR;castro;71484
PR;catanduvas;10189
PR;centenario do Sul;10827
PR;cerro Azul;17779
PR;ceu Azul;11765
PR;chopinzinho;19254
PR;cianorte;82620
PR;cidade Gaucha;12652
PR;clevelandia;16559
PR;colombo;243726
PR;colorado;24012
PR;congonhinhas;8818
PR;conselheiro Mairinck;3860
PR;contenda;18584
PR;corbelia;17071
PR;cornelio Procopio;47845
PR;coronel Domingos Soares;7497
PR;coronel Vivida;20734
PR;corumbatai do Sul;3219
PR;cruzeiro do Iguacu;4252
PR;cruzeiro do Oeste;20932
PR;cruzeiro do Sul;4469
PR;cruz Machado;18708
PR;cruzmaltina;2950
PR;curitiba;1933105
PR;curiuva;15101
PR;Diamante do Norte;5087
PR;Diamante do Sul;3439
PR;Diamante D'Oeste;5253
PR;Dois Vizinhos;40641
PR;Douradina;8747
PR;Doutor camargo;5979
PR;Eneas Marques;5961
PR;Engenheiro Beltrao;14000
PR;Esperanca Nova;1698
PR;Entre Rios do Oeste;4539
PR;Espigao Alto do Iguacu;4117
PR;Farol;3089
PR;Faxinal;17251
PR;Fazenda Rio Grande;100209
PR;Fenix;4762
PR;Fernandes Pinheiro;5646
PR;Figueira;7770
PR;Florai;4929
PR;Flor da Serra do Sul;4624
PR;Floresta;6774
PR;Florestopolis;10548
PR;Florida;2689
PR;Formosa do Oeste;6578
PR;Foz do Iguacu;258532
PR;Francisco Alves;6046
PR;Francisco Beltrao;91093
PR;Foz do Jordao;4650
PR;General carneiro;13710
PR;Godoy Moreira;2946
PR;Goioere;28884
PR;Goioxim;7111
PR;Grandes Rios;5618
PR;Guaira;33119
PR;Guairaca;6581
PR;Guamiranga;8739
PR;Guapirama;3802
PR;Guaporema;2243
PR;Guaraci;5502
PR;Guaraniacu;12472
PR;Guarapuava;181504
PR;Guaraquecaba;7636
PR;Guaratuba;37067
PR;Honorio Serpa;5211
PR;Ibaiti;31364
PR;Ibema;6352
PR;Ibipora;54558
PR;Icaraima;7904
PR;Iguaracu;4404
PR;Iguatu;2256
PR;Imbau;13111
PR;Imbituva;32564
PR;Inacio Martins;11125
PR;Inaja;3109
PR;Indianopolis;4457
PR;Ipiranga;15172
PR;Ipora;13926
PR;Iracema do Oeste;2288
PR;Irati;60727
PR;Iretama;10169
PR;Itaguaje;4466
PR;Itaipulandia;11176
PR;Itambaraca;6582
PR;Itambe;6108
PR;Itapejara d'Oeste;11964
PR;Itaperucu;28634
PR;Itauna do Sul;2865
PR;Ivai;13879
PR;Ivaipora;31984
PR;Ivate;8185
PR;Ivatuba;3259
PR;Jaboti;5274
PR;Jacarezinho;39378
PR;Jaguapita;13620
PR;Jaguariaiva;34857
PR;Jandaia do Sul;21176
PR;Janiopolis;5245
PR;Japira;4994
PR;Japura;9425
PR;Jardim Alegre;11328
PR;Jardim Olinda;1331
PR;Jataizinho;12588
PR;Jesuitas;8412
PR;Joaquim Tavora;11908
PR;Jundiai do Sul;3292
PR;Juranda;7340
PR;Jussara;7013
PR;Kalore;4100
PR;Lapa;48163
PR;Laranjal;5852
PR;Laranjeiras do Sul;32073
PR;Leopolis;3954
PR;Lidianopolis;3310
PR;Lindoeste;4676
PR;Loanda;23086
PR;Lobato;4787
PR;Londrina;569733
PR;Luiziana;7262
PR;Lunardelli;4794
PR;Lupionopolis;4920
PR;Mallet;13630
PR;Mambore;13132
PR;Mandaguacu;22819
PR;Mandaguari;34400
PR;Mandirituba;26869
PR;Manfrinopolis;2571
PR;Mangueirinha;16714
PR;Manoel Ribas;13502
PR;Marechal candido Rondon;52944
PR;Maria Helena;5677
PR;Marialva;35496
PR;Marilandia do Sul;8836
PR;Marilena;7076
PR;Mariluz;10345
PR;Maringa;423666
PR;Mariopolis;6610
PR;Maripa;5603
PR;Marmeleiro;14367
PR;Marquinho;4405
PR;Marumbi;4679
PR;Matelandia;17943
PR;Matinhos;34720
PR;Mato Rico;3272
PR;Maua da Serra;10601
PR;Medianeira;46198
PR;Mercedes;5536
PR;Mirador;2213
PR;Miraselva;1806
PR;Missal;10702
PR;Moreira Sales;12121
PR;Morretes;16406
PR;Munhoz de Melo;3984
PR;Nossa Senhora das Gracas;4008
PR;Nova Alianca do Ivai;1543
PR;Nova America da colina;3445
PR;Nova Aurora;10472
PR;Nova cantu;5302
PR;Nova Esperanca;27904
PR;Nova Esperanca do Sudoeste;5046
PR;Nova Fatima;8153
PR;Nova Laranjeiras;11554
PR;Nova Londrina;13213
PR;Nova Olimpia;5806
PR;Nova Santa Barbara;4249
PR;Nova Santa Rosa;8219
PR;Nova Prata do Iguacu;10548
PR;Nova Tebas;5649
PR;Novo Itacolomi;2844
PR;Ortigueira;22141
PR;Ourizona;3428
PR;Ouro Verde do Oeste;5996
PR;Paicandu;41281
PR;Palmas;50986
PR;Palmeira;33877
PR;Palmital;13172
PR;Palotina;31846
PR;Paraiso do Norte;13830
PR;Paranacity;11472
PR;Paranagua;154936
PR;Paranapoema;3203
PR;Paranavai;88374
PR;Pato Bragado;5610
PR;Pato Branco;82881
PR;Paula Freitas;5873
PR;Paulo Frontin;7354
PR;Peabiru;13996
PR;Perobal;6127
PR;Perola;11234
PR;Perola d'Oeste;6347
PR;Pien;12746
PR;Pinhais;132157
PR;Pinhalao;6326
PR;Pinhal de Sao Bento;2731
PR;Pinhao;32391
PR;Pirai do Sul;25463
PR;Piraquara;113036
PR;Pitanga;30310
PR;Pitangueiras;3224
PR;Planaltina do Parana;4263
PR;Planalto;13479
PR;Ponta Grossa;351736
PR;Pontal do Parana;27284
PR;Porecatu;12914
PR;Porto Amazonas;4848
PR;Porto Barreiro;3237
PR;Porto Rico;2559
PR;Porto Vitoria;4065
PR;Prado Ferreira;3753
PR;Pranchita;5157
PR;Presidente castelo Branco;5306
PR;Primeiro de Maio;11123
PR;Prudentopolis;52241
PR;Quarto centenario;4512
PR;Quatigua;7449
PR;Quatro Barras;23559
PR;Quatro Pontes;4015
PR;Quedas do Iguacu;34103
PR;Querencia do Norte;12206
PR;Quinta do Sol;4573
PR;Quitandinha;19049
PR;Ramilandia;4451
PR;Rancho Alegre;3808
PR;Rancho Alegre D'Oeste;2655
PR;Realeza;16922
PR;Reboucas;14899
PR;Renascenca;6802
PR;Reserva;26715
PR;Reserva do Iguacu;8010
PR;Ribeirao claro;10668
PR;Ribeirao do Pinhal;13029
PR;Rio Azul;15236
PR;Rio Bom;3203
PR;Rio Bonito do Iguacu;13269
PR;Rio Branco do Ivai;4096
PR;Rio Branco do Sul;32397
PR;Rio Negro;34170
PR;Rolandia;66580
PR;Roncador;9849
PR;Rondon;9579
PR;Rosario do Ivai;4786
PR;Sabaudia;6827
PR;Salgado Filho;3580
PR;Salto do Itarare;4935
PR;Salto do Lontra;14785
PR;Santa Amelia;3324
PR;Santa cecilia do Pavao;3334
PR;Santa cruz de Monte castelo;7800
PR;Santa Fe;12037
PR;Santa Helena;26490
PR;Santa Ines;1596
PR;Santa Isabel do Ivai;8562
PR;Santa Izabel do Oeste;14659
PR;Santa Lucia;3813
PR;Santa Maria do Oeste;9615
PR;Santa Mariana;11724
PR;Santa Monica;3981
PR;Santana do Itarare;4992
PR;Santa Tereza do Oeste;10139 (18)
PR;Santa Terezinha de Itaipu;23465
PR;Santo Antonio da Platina;45993
PR;Santo Antonio do caiua;2641
PR;Santo Antonio do Paraiso;2106
PR;Santo Antonio do Sudoeste;20166
PR;Santo Inacio;5438
PR;Sao carlos do Ivai;6878
PR;Sao Jeronimo da Serra;11170
PR;Sao Joao;10241
PR;Sao Joao do caiua;5855
PR;Sao Joao do Ivai;10219
PR;Sao Joao do Triunfo;15120
PR;Sao Jorge d'Oeste;9050
PR;Sao Jorge do Ivai;5551
PR;Sao Jorge do Patrocinio;5641
PR;Sao Jose da Boa Vista;6206
PR;Sao Jose das Palmeiras;3654
PR;Sao Jose dos Pinhais;323340
PR;Sao Manoel do Parana;2160
PR;Sao Mateus do Sul;46261
PR;Sao Miguel do Iguacu;27452
PR;Sao Pedro do Iguacu;5897
PR;Sao Pedro do Ivai;10981
PR;Sao Pedro do Parana;2313
PR;Sao Sebastiao da Amoreira;8853
PR;Sao Tome;5722
PR;Sapopema;6736
PR;Sarandi;96688
PR;Saudade do Iguacu;5500
PR;Senges;19327
PR;Serranopolis do Iguacu;4495
PR;Sertaneja;5284
PR;Sertanopolis;16369
PR;Siqueira campos;21016
PR;Sulina;2981
PR;Tamarana;14797
PR;Tamboara;5120
PR;Tapejara;16205
PR;Tapira;5539
PR;Teixeira Soares;12367
PR;Telemaco Borba;78974
PR;Terra Boa;17094
PR;Terra Rica;16789
PR;Terra Roxa;17481
PR;Tibagi;20522
PR;Tijucas do Sul;16868
PR;Toledo;140635
PR;Tomazina;7918
PR;Tres Barras do Parana;12040
PR;Tunas do Parana;8769
PR;Tuneiras do Oeste;8566
PR;Tupassi;8124
PR;Turvo;13215
PR;Ubirata;21013
PR;Umuarama;111557
PR;Uniao da Vitoria;57517
PR;Uniflor;2605
PR;Urai;11314
PR;Wenceslau Braz;19414
PR;Ventania;11892
PR;Vera cruz do Oeste;8521
PR;Vere;7257
PR;Alto Paraiso;2741
PR;Doutor Ulysses;5580
PR;Virmond;4023
PR;Vitorino;6838
PR;Xambre;5679
Sc;Abdon Batista;2563
Sc;Abelardo Luz;17904
Sc;Agrolandia;10864
Sc;Agronomica;5448
Sc;agua Doce;7145
Sc;aguas de chapeco;6486
Sc;aguas Frias;2366
Sc;aguas Mornas;6469
Sc;Alfredo Wagner;10036
Sc;Alto Bela Vista;1937
Sc;Anchieta;5638
Sc;Angelina;4801
Sc;Anita Garibaldi;7133
Sc;Anitapolis;3232
Sc;Antonio carlos;8513
Sc;Apiuna;10743
Sc;Arabuta;4267
Sc;Araquari;38129
Sc;Ararangua;68228
Sc;Armazem;8674
Sc;Arroio Trinta;3550
Sc;Arvoredo;2240
Sc;Ascurra;7934
Sc;Atalanta;3210
Sc;Aurora;5679
Sc;Balneario Arroio do Silva;13071
Sc;Balneario camboriu;142295
Sc;Balneario Barra do Sul;10795
Sc;Balneario Gaivota;10979
Sc;Bandeirante;2678
Sc;Barra Bonita;1677
Sc;Barra Velha;29168
Sc;Bela Vista do Toldo;6337
Sc;Belmonte;2706
Sc;Benedito Novo;11652
Sc;Biguacu;68481
Sc;Blumenau;357199
Sc;Bocaina do Sul;3474
Sc;Bombinhas;19769
Sc;Bom Jardim da Serra;4743
Sc;Bom Jesus;3010
Sc;Bom Jesus do Oeste;2142
Sc;Bom Retiro;9966
Sc;Botuvera;5246
Sc;Braco do Norte;33450
Sc;Braco do Trombudo;3743
Sc;Brunopolis;2420
Sc;Brusque;134723
Sc;cacador;78595
Sc;caibi;6148
Sc;calmon;3346
Sc;camboriu;82989
Sc;capao Alto;2525
Sc;campo Alegre;11978
Sc;campo Belo do Sul;7016
Sc;campo Ere;8526
Sc;campos Novos;36244
Sc;canelinha;12240
Sc;canoinhas;54401
Sc;capinzal;22848
Sc;capivari de Baixo;24871
Sc;catanduvas;10861
Sc;caxambu do Sul;3642
Sc;celso Ramos;2728
Sc;cerro Negro;3124
Sc;chapadao do Lageado;2988
Sc;chapeco;220367
Sc;cocal do Sul;16684
Sc;concordia;74641
Sc;cordilheira Alta;4453
Sc;coronel Freitas;9981
Sc;coronel Martins;2549
Sc;corupa;15909
Sc;correia Pinto;12795
Sc;criciuma;215186
Sc;cunha Pora;11086
Sc;cunhatai;1962
Sc;curitibanos;39745
Sc;Descanso;8250
Sc;Dionisio cerqueira;15498
Sc;Dona Emma;4146
Sc;Doutor Pedrinho;4064
Sc;Entre Rios;3203
Sc;Ermo;2063
Sc;Erval Velho;4412
Sc;Faxinal dos Guedes;10667
Sc;Flor do Sertao;1582
Sc;Florianopolis;500973
Sc;Formosa do Sul;2510
Sc;Forquilhinha;26793
Sc;Fraiburgo;36443
Sc;Frei Rogerio;2023
Sc;Galvao;2873
Sc;Garopaba;23078
Sc;Garuva;18145
Sc;Gaspar;69639
Sc;Governador celso Ramos;14471
Sc;Grao Para;6569
Sc;Gravatal;11501
Sc;Guabiruba;23832
Sc;Guaraciaba;10090
Sc;Guaramirim;44819
Sc;Guaruja do Sul;5160
Sc;Guatambu;4704
Sc;Herval d'Oeste;22606
Sc;Ibiam;1957
Sc;Ibicare;3202
Sc;Ibirama;18950
Sc;Icara;56421
Sc;Ilhota;14184
Sc;Imarui;10135
Sc;Imbituba;44853
Sc;Imbuia;6197
Sc;Indaial;69425
Sc;Iomere;2945
Sc;Ipira;4446
Sc;Ipora do Oeste;8996
Sc;Ipuacu;7514
Sc;Ipumirim;7593
Sc;Iraceminha;3976
Sc;Irani;10419
Sc;Irati;1930
Sc;Irineopolis;11222
Sc;Ita;6169
Sc;Itaiopolis;21669
Sc;Itajai;219536
Sc;Itapema;65312
Sc;Itapiranga;16872
Sc;Itapoa;20576
Sc;Ituporanga;25086
Sc;Jabora;3936
Sc;Jacinto Machado;10416
Sc;Jaguaruna;20024
Sc;Jaragua do Sul;177697
Sc;Jardinopolis;1570
Sc;Joacaba;30118
Sc;Joinville;590466
Sc;Jose Boiteux;4997
Sc;Jupia;2101
Sc;Lacerdopolis;2246
Sc;Lages;157544
Sc;Laguna;45814
Sc;Lajeado Grande;1427
Sc;Laurentino;6970
Sc;Lauro Muller;15244
Sc;Lebon Regis;12107
Sc;Leoberto Leal;3041
Sc;Lindoia do Sul;4563
Sc;Lontras;12130
Sc;Luiz Alves;12859
Sc;Luzerna;5685
Sc;Macieira;1775
Sc;Mafra;56292
Sc;Major Gercino;3442
Sc;Major Vieira;8103
Sc;Maracaja;7293
Sc;Maravilha;25762
Sc;Marema;1797
Sc;Massaranduba;16916
Sc;Matos costa;2520
Sc;Meleiro;7015
Sc;Mirim Doce;2309
Sc;Modelo;4209
Sc;Mondai;11742
Sc;Monte carlo;9866
Sc;Monte castelo;8275
Sc;Morro da Fumaca;17796
Sc;Morro Grande;2893
Sc;Navegantes;81475
Sc;Nova Erechim;5019
Sc;Nova Itaberaba;4331
Sc;Nova Trento;14549
Sc;Nova Veneza;15166
Sc;Novo Horizonte;2442
Sc;Orleans;22912
Sc;Otacilio costa;18744
Sc;Ouro;7295
Sc;Ouro Verde;2217
Sc;Paial;1505
Sc;Painel;2359
Sc;Palhoca;171797
Sc;Palma Sola;7423
Sc;Palmeira;2627
Sc;Palmitos;16169
Sc;Papanduva;19320
Sc;Paraiso;3437
Sc;Passo de Torres;8823
Sc;Passos Maia;4147
Sc;Paulo Lopes;7494
Sc;Pedras Grandes;3976
Sc;Penha;32531
Sc;Peritiba;2787
Sc;Pescaria Brava;10091
Sc;Petrolandia;5937
Sc;Balneario Picarras;23147
Sc;Pinhalzinho;20313
Sc;Pinheiro Preto;3555
Sc;Piratuba;3854
Sc;Planalto Alegre;2870
Sc;Pomerode;33447
Sc;Ponte Alta;4682
Sc;Ponte Alta do Norte;3414
Sc;Ponte Serrada;11593
Sc;Porto Belo;21388
Sc;Porto Uniao;35398
Sc;Pouso Redondo;17453
Sc;Praia Grande;7319
Sc;Presidente castello Branco;1568
Sc;Presidente Getulio;17471
Sc;Presidente Nereu;2287
Sc;Princesa;2924
Sc;Quilombo;9887
Sc;Rancho Queimado;2878
Sc;Rio das Antas;6205
Sc;Rio do campo;5940
Sc;Rio do Oeste;7489
Sc;Rio dos cedros;11676
Sc;Rio do Sul;71061
Sc;Rio Fortuna;4611
Sc;Rio Negrinho;42302
Sc;Rio Rufino;2483
Sc;Riqueza;4598
Sc;Rodeio;11551
Sc;Romelandia;4786
Sc;Salete;7642
Sc;Saltinho;3781
Sc;Salto Veloso;4718
Sc;Sangao;12678
Sc;Santa cecilia;16830
Sc;Santa Helena;2223
Sc;Santa Rosa de Lima;2142
Sc;Santa Rosa do Sul;8358
Sc;Santa Terezinha;8787
Sc;Santa Terezinha do Progresso;2428
Sc;Santiago do Sul;1260
Sc;Santo Amaro da Imperatriz;23245
Sc;Sao Bernardino;2336
Sc;Sao Bento do Sul;84507
Sc;Sao Bonifacio;2838
Sc;Sao carlos;11281
Sc;Sao cristovao do Sul;5549
Sc;Sao Domingos;9445
Sc;Sao Francisco do Sul;52721
Sc;Sao Joao do Oeste;6381
Sc;Sao Joao Batista;37424
Sc;Sao Joao do Itaperiu;3733
Sc;Sao Joao do Sul;7297
Sc;Sao Joaquim;26952
Sc;Sao Jose;246586
Sc;Sao Jose do cedro;13829
Sc;Sao Jose do cerrito;8295
Sc;Sao Lourenco do Oeste;24076
Sc;Sao Ludgero;13410
Sc;Sao Martinho;3180
Sc;Sao Miguel da Boa Vista;1820
Sc;Sao Miguel do Oeste;40482
Sc;Sao Pedro de Alcantara;5823
Sc;Saudades;9745
Sc;Schroeder;21365
Sc;Seara;17541
Sc;Serra Alta;3263
Sc;Sideropolis;14007
Sc;Sombrio;30374
Sc;Sul Brasil;2461
Sc;Taio;18395
Sc;Tangara;8676
Sc;Tigrinhos;1633
Sc;Tijucas;38407
Sc;Timbe do Sul;5348
Sc;Timbo;44238
Sc;Timbo Grande;7877
Sc;Tres Barras;19275
Sc;Treviso;3929
Sc;Treze de Maio;7081
Sc;Treze Tilias;7840
Sc;Trombudo central;7360
Sc;Tubarao;105686
Sc;Tunapolis;4543
Sc;Turvo;12899
Sc;Uniao do Oeste;2464
Sc;Urubici;11235
Sc;Urupema;2465
Sc;Urussanga;21268
Sc;Vargeao;3573
Sc;Vargem;2477
Sc;Vargem Bonita;4492
Sc;Vidal Ramos;6338
Sc;Videira;53065
Sc;Vitor Meireles;4979
Sc;Witmarsum;3965
Sc;Xanxere;50982
Sc;Xavantina;3933
Sc;Xaxim;28706
Sc;Zortea;3363
Sc;Balneario Rincao;12760
RS;Acegua;4901
RS;agua Santa;3748
RS;Agudo;16461
RS;Ajuricaba;7024
RS;Alecrim;5950
RS;Alegrete;73589
RS;Alegria;3464
RS;Almirante Tamandare do Sul;1964
RS;Alpestre;6258
RS;Alto Alegre;1638
RS;Alto Feliz;3028
RS;Alvorada;210305
RS;Amaral Ferrador;7031
RS;Ametista do Sul;7409
RS;Andre da Rocha;1333
RS;Anta Gorda;5981
RS;Antonio Prado;13050
RS;Arambare;3581
RS;Ararica;5698
RS;Aratiba;6235
RS;Arroio do Meio;20805
RS;Arroio do Sal;10065
RS;Arroio do Padre;2937
RS;Arroio dos Ratos;14151
RS;Arroio do Tigre;13373
RS;Arroio Grande;18293
RS;Arvorezinha;10424
RS;Augusto Pestana;6661
RS;aurea;3554
RS;Bage;121143
RS;Balneario Pinhal;14068
RS;Barao;6171
RS;Barao de cotegipe;6623
RS;Barao do Triunfo;7487
RS;Barracao;5275
RS;Barra do Guarita;3248
RS;Barra do Quarai;4215
RS;Barra do Ribeiro;13491
RS;Barra do Rio Azul;1690
RS;Barra Funda;2539
RS;Barros cassal;11199
RS;Benjamin constant do Sul;1994
RS;Bento Goncalves;120454
RS;Boa Vista das Missoes;2098
RS;Boa Vista do Burica;6712
RS;Boa Vista do cadeado;2470
RS;Boa Vista do Incra;2603
RS;Boa Vista do Sul;2783
RS;Bom Jesus;11349
RS;Bom Principio;14055
RS;Bom Progresso;1942
RS;Bom Retiro do Sul;12328
RS;Boqueirao do Leao;7714
RS;Bossoroca;6279
RS;Bozano;2123
RS;Braga;3353
RS;Brochier;5074
RS;Butia;20941
RS;cacapava do Sul;33624
RS;cacequi;12561
RS;cachoeira do Sul;82201
RS;cachoeirinha;130293
RS;cacique Doble;5065
RS;caibate;4846
RS;caicara;4743
RS;camaqua;66261
RS;camargo;2733
RS;cambara do Sul;6431
RS;campestre da Serra;3388
RS;campina das Missoes;5474
RS;campinas do Sul;5454
RS;campo Bom;66712
RS;campo Novo;4484
RS;campos Borges;3320
RS;candelaria;31365
RS;candido Godoi;6198
RS;candiota;9584
RS;canela;44998
RS;cangucu;56045
RS;canoas;346616
RS;canudos do Vale;1716
RS;capao Bonito do Sul;1654
RS;capao da canoa;53049
RS;capao do cipo;3651
RS;capao do Leao;25354
RS;capivari do Sul;4660
RS;capela de Santana;11940
RS;capitao;2757
RS;carazinho;62110
RS;caraa;8270
RS;carlos Barbosa;29833
RS;carlos Gomes;1377
RS;casca;9031
RS;caseiros;3202
RS;catuipe;8774
RS;caxias do Sul;510906
RS;centenario;2891
RS;cerrito;6091
RS;cerro Branco;4691
RS;cerro Grande;2311
RS;cerro Grande do Sul;12239
RS;cerro Largo;14133
RS;chapada;9269
RS;charqueadas;40789
RS;charrua;3279
RS;chiapetta;3756
RS;chui;6704
RS;chuvisca;5441
RS;cidreira;16254
RS;ciriaco;4747
RS;colinas;2438
RS;colorado;3175
RS;condor;6753
RS;constantina;9911
RS;coqueiro Baixo;1501
RS;coqueiros do Sul;2306
RS;coronel Barros;2519
RS;coronel Bicaco;7325
RS;coronel Pilar;1628
RS;cotipora;3853
RS;coxilha;2756
RS;crissiumal;13448
RS;cristal;8009
RS;cristal do Sul;2847
RS;cruz Alta;60299
RS;cruzaltense;1833
RS;cruzeiro do Sul;12348
RS;David canabarro;4740
RS;Derrubadas;2805
RS;Dezesseis de Novembro;2427
RS;Dilermando de Aguiar;3014
RS;Dois Irmaos;32671
RS;Dois Irmaos das Missoes;2026
RS;Dois Lajeados;3400
RS;Dom Feliciano;15414
RS;Dom Pedro de Alcantara;2534
RS;Dom Pedrito;38461
RS;Dona Francisca;3041
RS;Doutor Mauricio cardoso;4549
RS;Doutor Ricardo;1983
RS;Eldorado do Sul;41285
RS;Encantado;22706
RS;Encruzilhada do Sul;25877
RS;Engenho Velho;1034
